fips,year,scenario,gcm,TXx
48233,2056,ssp585,ACCESS-CM2,42.0916862487793
48235,2056,ssp585,ACCESS-CM2,42.304168701171875
48237,2056,ssp585,ACCESS-CM2,43.285377502441406
48239,2056,ssp585,ACCESS-CM2,43.08750534057617
48241,2056,ssp585,ACCESS-CM2,44.0399169921875
48243,2056,ssp585,ACCESS-CM2,42.59140396118164
48245,2056,ssp585,ACCESS-CM2,40.81048583984375
48247,2056,ssp585,ACCESS-CM2,43.41477966308594
48249,2056,ssp585,ACCESS-CM2,42.88846969604492
48251,2056,ssp585,ACCESS-CM2,43.49275207519531
48253,2056,ssp585,ACCESS-CM2,42.37623977661133
48255,2056,ssp585,ACCESS-CM2,43.29579162597656
48257,2056,ssp585,ACCESS-CM2,43.521697998046875
48259,2056,ssp585,ACCESS-CM2,41.771644592285156
48261,2056,ssp585,ACCESS-CM2,41.27979278564453
48263,2056,ssp585,ACCESS-CM2,42.76167297363281
48265,2056,ssp585,ACCESS-CM2,41.360748291015625
48267,2056,ssp585,ACCESS-CM2,41.4007453918457
48269,2056,ssp585,ACCESS-CM2,42.45782470703125
48271,2056,ssp585,ACCESS-CM2,43.37149429321289
48273,2056,ssp585,ACCESS-CM2,41.57124710083008
48275,2056,ssp585,ACCESS-CM2,42.840240478515625
48277,2056,ssp585,ACCESS-CM2,42.846893310546875
48279,2056,ssp585,ACCESS-CM2,40.988731384277344
48281,2056,ssp585,ACCESS-CM2,42.95867919921875
48283,2056,ssp585,ACCESS-CM2,44.40449523925781
48285,2056,ssp585,ACCESS-CM2,44.71363830566406
48287,2056,ssp585,ACCESS-CM2,44.362335205078125
48289,2056,ssp585,ACCESS-CM2,44.55199432373047
48291,2056,ssp585,ACCESS-CM2,43.06581497192383
48293,2056,ssp585,ACCESS-CM2,44.2264404296875
48295,2056,ssp585,ACCESS-CM2,42.98700714111328
48297,2056,ssp585,ACCESS-CM2,43.18888473510742
48299,2056,ssp585,ACCESS-CM2,42.877342224121094
48301,2056,ssp585,ACCESS-CM2,43.8109016418457
48303,2056,ssp585,ACCESS-CM2,41.397064208984375
48305,2056,ssp585,ACCESS-CM2,42.0438232421875
48307,2056,ssp585,ACCESS-CM2,42.274017333984375
48309,2056,ssp585,ACCESS-CM2,44.20063400268555
48311,2056,ssp585,ACCESS-CM2,43.808650970458984
48313,2056,ssp585,ACCESS-CM2,44.79608154296875
48315,2056,ssp585,ACCESS-CM2,43.16245651245117
48317,2056,ssp585,ACCESS-CM2,43.52569580078125
48319,2056,ssp585,ACCESS-CM2,42.17506408691406
48321,2056,ssp585,ACCESS-CM2,40.9997673034668
48323,2056,ssp585,ACCESS-CM2,44.37776565551758
48325,2056,ssp585,ACCESS-CM2,43.33790969848633
48327,2056,ssp585,ACCESS-CM2,41.3968505859375
48329,2056,ssp585,ACCESS-CM2,43.599334716796875
48331,2056,ssp585,ACCESS-CM2,44.4224853515625
48333,2056,ssp585,ACCESS-CM2,42.54143142700195
48335,2056,ssp585,ACCESS-CM2,43.385589599609375
48337,2056,ssp585,ACCESS-CM2,43.462188720703125
48339,2056,ssp585,ACCESS-CM2,43.73491287231445
48341,2056,ssp585,ACCESS-CM2,41.66755294799805
48345,2056,ssp585,ACCESS-CM2,42.062767028808594
48347,2056,ssp585,ACCESS-CM2,44.317955017089844
48349,2056,ssp585,ACCESS-CM2,43.96400833129883
48351,2056,ssp585,ACCESS-CM2,43.63758087158203
48353,2056,ssp585,ACCESS-CM2,42.439002990722656
48355,2056,ssp585,ACCESS-CM2,41.53756332397461
48357,2056,ssp585,ACCESS-CM2,42.561744689941406
48359,2056,ssp585,ACCESS-CM2,41.86466979980469
48361,2056,ssp585,ACCESS-CM2,41.918426513671875
48363,2056,ssp585,ACCESS-CM2,43.385169982910156
48365,2056,ssp585,ACCESS-CM2,43.61344528198242
48367,2056,ssp585,ACCESS-CM2,43.35505676269531
48369,2056,ssp585,ACCESS-CM2,41.01238250732422
48371,2056,ssp585,ACCESS-CM2,43.1693000793457
48373,2056,ssp585,ACCESS-CM2,44.79408264160156
48375,2056,ssp585,ACCESS-CM2,41.50043869018555
48377,2056,ssp585,ACCESS-CM2,44.042503356933594
48379,2056,ssp585,ACCESS-CM2,43.071136474609375
48381,2056,ssp585,ACCESS-CM2,40.943260192871094
48383,2056,ssp585,ACCESS-CM2,42.72074890136719
48385,2056,ssp585,ACCESS-CM2,41.469879150390625
48387,2056,ssp585,ACCESS-CM2,42.69537353515625
48389,2056,ssp585,ACCESS-CM2,44.45930480957031
48391,2056,ssp585,ACCESS-CM2,41.29756164550781
48393,2056,ssp585,ACCESS-CM2,42.09728240966797
48395,2056,ssp585,ACCESS-CM2,44.5082893371582
48397,2056,ssp585,ACCESS-CM2,43.13165283203125
48399,2056,ssp585,ACCESS-CM2,42.3609619140625
48401,2056,ssp585,ACCESS-CM2,43.907997131347656
48403,2056,ssp585,ACCESS-CM2,43.791534423828125
48405,2056,ssp585,ACCESS-CM2,44.13751220703125
48407,2056,ssp585,ACCESS-CM2,44.31489562988281
48409,2056,ssp585,ACCESS-CM2,41.88579177856445
48411,2056,ssp585,ACCESS-CM2,42.72039794921875
48413,2056,ssp585,ACCESS-CM2,41.309120178222656
48415,2056,ssp585,ACCESS-CM2,42.86663818359375
48417,2056,ssp585,ACCESS-CM2,42.457374572753906
48419,2056,ssp585,ACCESS-CM2,43.85083770751953
48421,2056,ssp585,ACCESS-CM2,42.101715087890625
48423,2056,ssp585,ACCESS-CM2,43.35414123535156
48425,2056,ssp585,ACCESS-CM2,43.323974609375
48427,2056,ssp585,ACCESS-CM2,43.86693572998047
48429,2056,ssp585,ACCESS-CM2,42.8453369140625
48431,2056,ssp585,ACCESS-CM2,42.92859649658203
48433,2056,ssp585,ACCESS-CM2,42.69279479980469
48435,2056,ssp585,ACCESS-CM2,41.14767837524414
48437,2056,ssp585,ACCESS-CM2,40.92097473144531
48439,2056,ssp585,ACCESS-CM2,43.61305236816406
48441,2056,ssp585,ACCESS-CM2,41.82427215576172
48443,2056,ssp585,ACCESS-CM2,43.40309143066406
48445,2056,ssp585,ACCESS-CM2,41.827491760253906
48447,2056,ssp585,ACCESS-CM2,42.75981140136719
48449,2056,ssp585,ACCESS-CM2,42.78608703613281
48451,2056,ssp585,ACCESS-CM2,42.25942611694336
48453,2056,ssp585,ACCESS-CM2,43.557167053222656
48455,2056,ssp585,ACCESS-CM2,44.79124069213867
48457,2056,ssp585,ACCESS-CM2,44.4493408203125
48459,2056,ssp585,ACCESS-CM2,43.167999267578125
48461,2056,ssp585,ACCESS-CM2,42.92658615112305
48463,2056,ssp585,ACCESS-CM2,43.2523078918457
48465,2056,ssp585,ACCESS-CM2,42.53874969482422
48467,2056,ssp585,ACCESS-CM2,43.31745910644531
48469,2056,ssp585,ACCESS-CM2,42.54357147216797
48471,2056,ssp585,ACCESS-CM2,44.70137405395508
48473,2056,ssp585,ACCESS-CM2,43.7912483215332
48475,2056,ssp585,ACCESS-CM2,44.00279998779297
48477,2056,ssp585,ACCESS-CM2,44.53913879394531
48479,2056,ssp585,ACCESS-CM2,44.187198638916016
48481,2056,ssp585,ACCESS-CM2,43.675010681152344
48483,2056,ssp585,ACCESS-CM2,42.654571533203125
48485,2056,ssp585,ACCESS-CM2,43.6595458984375
48487,2056,ssp585,ACCESS-CM2,43.515838623046875
48489,2056,ssp585,ACCESS-CM2,41.148468017578125
48491,2056,ssp585,ACCESS-CM2,43.68015670776367
48493,2056,ssp585,ACCESS-CM2,43.7205924987793
48495,2056,ssp585,ACCESS-CM2,43.4022216796875
48497,2056,ssp585,ACCESS-CM2,43.54060363769531
48499,2056,ssp585,ACCESS-CM2,43.075439453125
48501,2056,ssp585,ACCESS-CM2,41.43506622314453
48503,2056,ssp585,ACCESS-CM2,43.151573181152344
48505,2056,ssp585,ACCESS-CM2,44.019691467285156
48507,2056,ssp585,ACCESS-CM2,44.31745910644531
06001,2057,ssp585,ACCESS-CM2,35.7339973449707
06003,2057,ssp585,ACCESS-CM2,36.394187927246094
06005,2057,ssp585,ACCESS-CM2,41.6126823425293
06007,2057,ssp585,ACCESS-CM2,43.61363983154297
06009,2057,ssp585,ACCESS-CM2,43.85581970214844
06011,2057,ssp585,ACCESS-CM2,41.527565002441406
06013,2057,ssp585,ACCESS-CM2,37.6068115234375
06015,2057,ssp585,ACCESS-CM2,31.620651245117188
06017,2057,ssp585,ACCESS-CM2,41.289363861083984
06019,2057,ssp585,ACCESS-CM2,40.135318756103516
06021,2057,ssp585,ACCESS-CM2,40.056800842285156
06023,2057,ssp585,ACCESS-CM2,29.828876495361328
06025,2057,ssp585,ACCESS-CM2,50.31957244873047
06027,2057,ssp585,ACCESS-CM2,44.33915328979492
06029,2057,ssp585,ACCESS-CM2,40.78718185424805
06031,2057,ssp585,ACCESS-CM2,42.76372528076172
06033,2057,ssp585,ACCESS-CM2,38.0450553894043
06035,2057,ssp585,ACCESS-CM2,40.07732391357422
06037,2057,ssp585,ACCESS-CM2,35.482513427734375
06039,2057,ssp585,ACCESS-CM2,42.69870376586914
06041,2057,ssp585,ACCESS-CM2,36.04038619995117
06043,2057,ssp585,ACCESS-CM2,43.841190338134766
06045,2057,ssp585,ACCESS-CM2,34.77464294433594
06047,2057,ssp585,ACCESS-CM2,43.034767150878906
06049,2057,ssp585,ACCESS-CM2,40.32802963256836
06051,2057,ssp585,ACCESS-CM2,37.37910079956055
06053,2057,ssp585,ACCESS-CM2,33.51524353027344
06055,2057,ssp585,ACCESS-CM2,39.19230651855469
06057,2057,ssp585,ACCESS-CM2,40.62758255004883
06059,2057,ssp585,ACCESS-CM2,37.01104736328125
06061,2057,ssp585,ACCESS-CM2,41.79427719116211
06063,2057,ssp585,ACCESS-CM2,39.375877380371094
06065,2057,ssp585,ACCESS-CM2,45.06209945678711
06067,2057,ssp585,ACCESS-CM2,44.53144073486328
06069,2057,ssp585,ACCESS-CM2,36.72901916503906
06071,2057,ssp585,ACCESS-CM2,45.396522521972656
06073,2057,ssp585,ACCESS-CM2,39.36134338378906
06075,2057,ssp585,ACCESS-CM2,34.32952880859375
06077,2057,ssp585,ACCESS-CM2,43.38653564453125
06079,2057,ssp585,ACCESS-CM2,34.06865692138672
06081,2057,ssp585,ACCESS-CM2,32.1437873840332
06083,2057,ssp585,ACCESS-CM2,31.672924041748047
06085,2057,ssp585,ACCESS-CM2,35.26326370239258
06087,2057,ssp585,ACCESS-CM2,33.21604919433594
06089,2057,ssp585,ACCESS-CM2,41.601600646972656
06091,2057,ssp585,ACCESS-CM2,39.21143341064453
06093,2057,ssp585,ACCESS-CM2,36.66909408569336
06095,2057,ssp585,ACCESS-CM2,39.810760498046875
06097,2057,ssp585,ACCESS-CM2,37.6268196105957
06099,2057,ssp585,ACCESS-CM2,43.0850715637207
06101,2057,ssp585,ACCESS-CM2,44.37440872192383
06103,2057,ssp585,ACCESS-CM2,41.414833068847656
06105,2057,ssp585,ACCESS-CM2,34.16462707519531
06107,2057,ssp585,ACCESS-CM2,40.06239700317383
06109,2057,ssp585,ACCESS-CM2,39.224853515625
06111,2057,ssp585,ACCESS-CM2,32.77665328979492
06113,2057,ssp585,ACCESS-CM2,42.614707946777344
06115,2057,ssp585,ACCESS-CM2,45.593902587890625
48001,2057,ssp585,ACCESS-CM2,45.552093505859375
48003,2057,ssp585,ACCESS-CM2,44.023563385009766
48005,2057,ssp585,ACCESS-CM2,45.03868865966797
48007,2057,ssp585,ACCESS-CM2,39.958831787109375
48009,2057,ssp585,ACCESS-CM2,43.99751281738281
48011,2057,ssp585,ACCESS-CM2,43.642730712890625
48013,2057,ssp585,ACCESS-CM2,45.0683479309082
48015,2057,ssp585,ACCESS-CM2,45.23148727416992
48017,2057,ssp585,ACCESS-CM2,43.3170166015625
48019,2057,ssp585,ACCESS-CM2,43.25469970703125
48021,2057,ssp585,ACCESS-CM2,45.32543182373047
48023,2057,ssp585,ACCESS-CM2,43.476806640625
48025,2057,ssp585,ACCESS-CM2,43.3701286315918
48027,2057,ssp585,ACCESS-CM2,44.87977600097656
48029,2057,ssp585,ACCESS-CM2,44.74568176269531
48031,2057,ssp585,ACCESS-CM2,43.342559814453125
48033,2057,ssp585,ACCESS-CM2,43.431053161621094
48035,2057,ssp585,ACCESS-CM2,44.43525695800781
48037,2057,ssp585,ACCESS-CM2,44.48558807373047
48039,2057,ssp585,ACCESS-CM2,41.1558952331543
48041,2057,ssp585,ACCESS-CM2,45.91093444824219
48043,2057,ssp585,ACCESS-CM2,44.977264404296875
48045,2057,ssp585,ACCESS-CM2,44.10725402832031
48047,2057,ssp585,ACCESS-CM2,44.32078552246094
48049,2057,ssp585,ACCESS-CM2,42.434814453125
48051,2057,ssp585,ACCESS-CM2,45.974517822265625
48053,2057,ssp585,ACCESS-CM2,43.57463455200195
48055,2057,ssp585,ACCESS-CM2,45.158416748046875
48057,2057,ssp585,ACCESS-CM2,41.116302490234375
48059,2057,ssp585,ACCESS-CM2,41.96611404418945
48061,2057,ssp585,ACCESS-CM2,41.083984375
48065,2057,ssp585,ACCESS-CM2,43.18626022338867
48067,2057,ssp585,ACCESS-CM2,44.4072265625
48069,2057,ssp585,ACCESS-CM2,43.525840759277344
48071,2057,ssp585,ACCESS-CM2,41.4060173034668
48073,2057,ssp585,ACCESS-CM2,45.22807693481445
48075,2057,ssp585,ACCESS-CM2,44.91325378417969
48077,2057,ssp585,ACCESS-CM2,44.53639602661133
48079,2057,ssp585,ACCESS-CM2,43.19976806640625
48081,2057,ssp585,ACCESS-CM2,42.404266357421875
48083,2057,ssp585,ACCESS-CM2,42.038856506347656
48085,2057,ssp585,ACCESS-CM2,44.95588302612305
48087,2057,ssp585,ACCESS-CM2,44.93333435058594
48089,2057,ssp585,ACCESS-CM2,45.8397216796875
48091,2057,ssp585,ACCESS-CM2,44.1031494140625
48093,2057,ssp585,ACCESS-CM2,42.81904983520508
48095,2057,ssp585,ACCESS-CM2,41.78907012939453
48097,2057,ssp585,ACCESS-CM2,44.411407470703125
48099,2057,ssp585,ACCESS-CM2,44.46051025390625
48101,2057,ssp585,ACCESS-CM2,43.94664764404297
48103,2057,ssp585,ACCESS-CM2,43.65718460083008
48105,2057,ssp585,ACCESS-CM2,42.0183219909668
48107,2057,ssp585,ACCESS-CM2,43.107269287109375
48109,2057,ssp585,ACCESS-CM2,44.70375442504883
48111,2057,ssp585,ACCESS-CM2,42.9119987487793
48113,2057,ssp585,ACCESS-CM2,45.143157958984375
48115,2057,ssp585,ACCESS-CM2,43.88226318359375
48117,2057,ssp585,ACCESS-CM2,42.67658615112305
48119,2057,ssp585,ACCESS-CM2,44.60394287109375
48121,2057,ssp585,ACCESS-CM2,44.78340148925781
48123,2057,ssp585,ACCESS-CM2,44.0804443359375
48125,2057,ssp585,ACCESS-CM2,43.30763244628906
48127,2057,ssp585,ACCESS-CM2,46.960845947265625
48129,2057,ssp585,ACCESS-CM2,44.254234313964844
48131,2057,ssp585,ACCESS-CM2,45.814178466796875
48133,2057,ssp585,ACCESS-CM2,42.53633499145508
48135,2057,ssp585,ACCESS-CM2,43.7437744140625
48137,2057,ssp585,ACCESS-CM2,41.9713020324707
48139,2057,ssp585,ACCESS-CM2,45.1297607421875
48141,2057,ssp585,ACCESS-CM2,44.55858612060547
48143,2057,ssp585,ACCESS-CM2,43.142799377441406
48145,2057,ssp585,ACCESS-CM2,45.576812744140625
48147,2057,ssp585,ACCESS-CM2,44.51982498168945
48149,2057,ssp585,ACCESS-CM2,45.669342041015625
48151,2057,ssp585,ACCESS-CM2,42.216773986816406
48153,2057,ssp585,ACCESS-CM2,43.30607604980469
48155,2057,ssp585,ACCESS-CM2,44.04133224487305
48157,2057,ssp585,ACCESS-CM2,43.52611541748047
48161,2057,ssp585,ACCESS-CM2,45.709716796875
48163,2057,ssp585,ACCESS-CM2,45.582733154296875
48165,2057,ssp585,ACCESS-CM2,44.06462097167969
48167,2057,ssp585,ACCESS-CM2,41.52503967285156
48169,2057,ssp585,ACCESS-CM2,43.442283630371094
48171,2057,ssp585,ACCESS-CM2,42.43536376953125
48173,2057,ssp585,ACCESS-CM2,42.571044921875
48175,2057,ssp585,ACCESS-CM2,42.8713493347168
48177,2057,ssp585,ACCESS-CM2,45.2838020324707
48179,2057,ssp585,ACCESS-CM2,44.15362548828125
48181,2057,ssp585,ACCESS-CM2,44.63615036010742
48183,2057,ssp585,ACCESS-CM2,44.93132019042969
48185,2057,ssp585,ACCESS-CM2,45.462913513183594
48187,2057,ssp585,ACCESS-CM2,45.11888122558594
48189,2057,ssp585,ACCESS-CM2,43.40306091308594
48191,2057,ssp585,ACCESS-CM2,44.84571838378906
48193,2057,ssp585,ACCESS-CM2,43.409584045410156
48195,2057,ssp585,ACCESS-CM2,44.20269012451172
48197,2057,ssp585,ACCESS-CM2,44.49412536621094
48199,2057,ssp585,ACCESS-CM2,43.02012634277344
48201,2057,ssp585,ACCESS-CM2,43.03439712524414
48203,2057,ssp585,ACCESS-CM2,44.59352111816406
48205,2057,ssp585,ACCESS-CM2,43.210655212402344
48207,2057,ssp585,ACCESS-CM2,42.948638916015625
48209,2057,ssp585,ACCESS-CM2,44.13069152832031
48211,2057,ssp585,ACCESS-CM2,44.84727478027344
48213,2057,ssp585,ACCESS-CM2,45.2548828125
48215,2057,ssp585,ACCESS-CM2,44.103424072265625
48217,2057,ssp585,ACCESS-CM2,44.99945831298828
48219,2057,ssp585,ACCESS-CM2,43.41386413574219
48221,2057,ssp585,ACCESS-CM2,44.269256591796875
48223,2057,ssp585,ACCESS-CM2,44.61061096191406
48225,2057,ssp585,ACCESS-CM2,45.51152801513672
48227,2057,ssp585,ACCESS-CM2,43.14756774902344
48229,2057,ssp585,ACCESS-CM2,44.76443862915039
48231,2057,ssp585,ACCESS-CM2,44.75750732421875
48233,2057,ssp585,ACCESS-CM2,43.8592529296875
48235,2057,ssp585,ACCESS-CM2,41.928382873535156
48237,2057,ssp585,ACCESS-CM2,44.10896301269531
48239,2057,ssp585,ACCESS-CM2,43.30299758911133
48241,2057,ssp585,ACCESS-CM2,44.06990051269531
48243,2057,ssp585,ACCESS-CM2,44.63457489013672
48245,2057,ssp585,ACCESS-CM2,40.77043533325195
48247,2057,ssp585,ACCESS-CM2,44.3380126953125
48249,2057,ssp585,ACCESS-CM2,44.80180740356445
48251,2057,ssp585,ACCESS-CM2,44.62535095214844
48253,2057,ssp585,ACCESS-CM2,42.50374221801758
48255,2057,ssp585,ACCESS-CM2,44.09309387207031
48257,2057,ssp585,ACCESS-CM2,45.28742218017578
48259,2057,ssp585,ACCESS-CM2,42.94023132324219
48261,2057,ssp585,ACCESS-CM2,42.05290222167969
48263,2057,ssp585,ACCESS-CM2,43.036460876464844
48265,2057,ssp585,ACCESS-CM2,42.3250732421875
48267,2057,ssp585,ACCESS-CM2,41.96885299682617
48269,2057,ssp585,ACCESS-CM2,43.23895263671875
48271,2057,ssp585,ACCESS-CM2,44.71695327758789
48273,2057,ssp585,ACCESS-CM2,42.23405075073242
48275,2057,ssp585,ACCESS-CM2,43.52220153808594
48277,2057,ssp585,ACCESS-CM2,44.45391845703125
48279,2057,ssp585,ACCESS-CM2,43.55181884765625
48281,2057,ssp585,ACCESS-CM2,43.352752685546875
48283,2057,ssp585,ACCESS-CM2,46.91523742675781
48285,2057,ssp585,ACCESS-CM2,45.44122314453125
48287,2057,ssp585,ACCESS-CM2,45.60074996948242
48289,2057,ssp585,ACCESS-CM2,45.71604919433594
48291,2057,ssp585,ACCESS-CM2,43.10832595825195
48293,2057,ssp585,ACCESS-CM2,45.67351150512695
48295,2057,ssp585,ACCESS-CM2,44.44319152832031
48297,2057,ssp585,ACCESS-CM2,45.12385940551758
48299,2057,ssp585,ACCESS-CM2,43.21904754638672
48301,2057,ssp585,ACCESS-CM2,45.141357421875
48303,2057,ssp585,ACCESS-CM2,43.2957763671875
48305,2057,ssp585,ACCESS-CM2,43.315589904785156
48307,2057,ssp585,ACCESS-CM2,42.406005859375
48309,2057,ssp585,ACCESS-CM2,45.24139404296875
48311,2057,ssp585,ACCESS-CM2,46.411102294921875
48313,2057,ssp585,ACCESS-CM2,45.75968933105469
48315,2057,ssp585,ACCESS-CM2,44.473846435546875
48317,2057,ssp585,ACCESS-CM2,43.82709503173828
48319,2057,ssp585,ACCESS-CM2,42.554481506347656
48321,2057,ssp585,ACCESS-CM2,40.95012283325195
48323,2057,ssp585,ACCESS-CM2,46.59113693237305
48325,2057,ssp585,ACCESS-CM2,44.57624053955078
48327,2057,ssp585,ACCESS-CM2,41.681243896484375
48329,2057,ssp585,ACCESS-CM2,43.48638916015625
48331,2057,ssp585,ACCESS-CM2,45.56512451171875
48333,2057,ssp585,ACCESS-CM2,42.74530029296875
48335,2057,ssp585,ACCESS-CM2,42.711273193359375
48337,2057,ssp585,ACCESS-CM2,44.4300537109375
48339,2057,ssp585,ACCESS-CM2,44.26015090942383
48341,2057,ssp585,ACCESS-CM2,43.35843276977539
48345,2057,ssp585,ACCESS-CM2,43.884552001953125
48347,2057,ssp585,ACCESS-CM2,45.07421112060547
48349,2057,ssp585,ACCESS-CM2,45.56319046020508
48351,2057,ssp585,ACCESS-CM2,43.735191345214844
48353,2057,ssp585,ACCESS-CM2,41.71117401123047
48355,2057,ssp585,ACCESS-CM2,42.16161346435547
48357,2057,ssp585,ACCESS-CM2,44.19856262207031
48359,2057,ssp585,ACCESS-CM2,43.384246826171875
48361,2057,ssp585,ACCESS-CM2,41.772735595703125
48363,2057,ssp585,ACCESS-CM2,43.990203857421875
48365,2057,ssp585,ACCESS-CM2,44.70068359375
48367,2057,ssp585,ACCESS-CM2,44.20257568359375
48369,2057,ssp585,ACCESS-CM2,43.21720886230469
48371,2057,ssp585,ACCESS-CM2,43.432525634765625
48373,2057,ssp585,ACCESS-CM2,44.65162658691406
48375,2057,ssp585,ACCESS-CM2,43.1751594543457
48377,2057,ssp585,ACCESS-CM2,46.619606018066406
48379,2057,ssp585,ACCESS-CM2,44.89447021484375
48381,2057,ssp585,ACCESS-CM2,42.805763244628906
48383,2057,ssp585,ACCESS-CM2,42.1348991394043
48385,2057,ssp585,ACCESS-CM2,42.30525588989258
48387,2057,ssp585,ACCESS-CM2,44.400665283203125
48389,2057,ssp585,ACCESS-CM2,45.934329986572266
48391,2057,ssp585,ACCESS-CM2,41.08470916748047
48393,2057,ssp585,ACCESS-CM2,44.07310485839844
48395,2057,ssp585,ACCESS-CM2,45.87630081176758
48397,2057,ssp585,ACCESS-CM2,45.05670166015625
48399,2057,ssp585,ACCESS-CM2,42.43347930908203
48401,2057,ssp585,ACCESS-CM2,45.107421875
48403,2057,ssp585,ACCESS-CM2,44.360748291015625
48405,2057,ssp585,ACCESS-CM2,44.53813171386719
48407,2057,ssp585,ACCESS-CM2,44.37400817871094
48409,2057,ssp585,ACCESS-CM2,42.76311111450195
48411,2057,ssp585,ACCESS-CM2,42.9263801574707
48413,2057,ssp585,ACCESS-CM2,41.38362121582031
48415,2057,ssp585,ACCESS-CM2,42.60406494140625
48417,2057,ssp585,ACCESS-CM2,42.74987030029297
48419,2057,ssp585,ACCESS-CM2,44.785667419433594
48421,2057,ssp585,ACCESS-CM2,43.80250549316406
48423,2057,ssp585,ACCESS-CM2,44.822418212890625
48425,2057,ssp585,ACCESS-CM2,43.9215087890625
48427,2057,ssp585,ACCESS-CM2,44.40299987792969
48429,2057,ssp585,ACCESS-CM2,43.3006591796875
48431,2057,ssp585,ACCESS-CM2,42.164894104003906
48433,2057,ssp585,ACCESS-CM2,42.64894104003906
48435,2057,ssp585,ACCESS-CM2,41.543235778808594
48437,2057,ssp585,ACCESS-CM2,43.59693908691406
48439,2057,ssp585,ACCESS-CM2,44.81194305419922
48441,2057,ssp585,ACCESS-CM2,41.79591369628906
48443,2057,ssp585,ACCESS-CM2,43.06278610229492
48445,2057,ssp585,ACCESS-CM2,43.58446502685547
48447,2057,ssp585,ACCESS-CM2,43.122039794921875
48449,2057,ssp585,ACCESS-CM2,44.498008728027344
48451,2057,ssp585,ACCESS-CM2,42.067283630371094
48453,2057,ssp585,ACCESS-CM2,44.58638000488281
48455,2057,ssp585,ACCESS-CM2,45.1991081237793
48457,2057,ssp585,ACCESS-CM2,44.22666931152344
48459,2057,ssp585,ACCESS-CM2,44.69139099121094
48461,2057,ssp585,ACCESS-CM2,42.63017654418945
48463,2057,ssp585,ACCESS-CM2,44.4119873046875
48465,2057,ssp585,ACCESS-CM2,42.86686325073242
48467,2057,ssp585,ACCESS-CM2,44.96443176269531
48469,2057,ssp585,ACCESS-CM2,42.610694885253906
48471,2057,ssp585,ACCESS-CM2,45.1407585144043
48473,2057,ssp585,ACCESS-CM2,44.810546875
48475,2057,ssp585,ACCESS-CM2,45.06208038330078
48477,2057,ssp585,ACCESS-CM2,45.77772521972656
48479,2057,ssp585,ACCESS-CM2,46.46424102783203
48481,2057,ssp585,ACCESS-CM2,44.27964782714844
48483,2057,ssp585,ACCESS-CM2,45.012054443359375
48485,2057,ssp585,ACCESS-CM2,44.11122131347656
48487,2057,ssp585,ACCESS-CM2,44.09061813354492
48489,2057,ssp585,ACCESS-CM2,42.092010498046875
48491,2057,ssp585,ACCESS-CM2,44.50080490112305
48493,2057,ssp585,ACCESS-CM2,45.01433181762695
48495,2057,ssp585,ACCESS-CM2,44.445648193359375
48497,2057,ssp585,ACCESS-CM2,44.526039123535156
48499,2057,ssp585,ACCESS-CM2,44.7552604675293
48501,2057,ssp585,ACCESS-CM2,43.41419982910156
48503,2057,ssp585,ACCESS-CM2,43.73091125488281
48505,2057,ssp585,ACCESS-CM2,44.56361389160156
48507,2057,ssp585,ACCESS-CM2,45.991119384765625
06001,2058,ssp585,ACCESS-CM2,34.96013259887695
06003,2058,ssp585,ACCESS-CM2,37.382118225097656
06005,2058,ssp585,ACCESS-CM2,43.10786056518555
06007,2058,ssp585,ACCESS-CM2,44.87373733520508
06009,2058,ssp585,ACCESS-CM2,45.52964782714844
06011,2058,ssp585,ACCESS-CM2,43.24605178833008
06013,2058,ssp585,ACCESS-CM2,37.10222244262695
06015,2058,ssp585,ACCESS-CM2,30.994102478027344
06017,2058,ssp585,ACCESS-CM2,42.53083419799805
06019,2058,ssp585,ACCESS-CM2,40.936283111572266
06021,2058,ssp585,ACCESS-CM2,41.96565246582031
06023,2058,ssp585,ACCESS-CM2,29.5941162109375
06025,2058,ssp585,ACCESS-CM2,50.13054656982422
06027,2058,ssp585,ACCESS-CM2,45.030181884765625
06029,2058,ssp585,ACCESS-CM2,40.868141174316406
06031,2058,ssp585,ACCESS-CM2,43.36761474609375
06033,2058,ssp585,ACCESS-CM2,39.274085998535156
06035,2058,ssp585,ACCESS-CM2,41.018577575683594
06037,2058,ssp585,ACCESS-CM2,34.9935188293457
06039,2058,ssp585,ACCESS-CM2,43.33881378173828
06041,2058,ssp585,ACCESS-CM2,34.1231689453125
06043,2058,ssp585,ACCESS-CM2,44.612056732177734
06045,2058,ssp585,ACCESS-CM2,35.60740661621094
06047,2058,ssp585,ACCESS-CM2,43.39765930175781
06049,2058,ssp585,ACCESS-CM2,41.3867073059082
06051,2058,ssp585,ACCESS-CM2,38.55561828613281
06053,2058,ssp585,ACCESS-CM2,33.396156311035156
06055,2058,ssp585,ACCESS-CM2,38.92375946044922
06057,2058,ssp585,ACCESS-CM2,41.5708122253418
06059,2058,ssp585,ACCESS-CM2,35.963165283203125
06061,2058,ssp585,ACCESS-CM2,42.80034255981445
06063,2058,ssp585,ACCESS-CM2,40.27229309082031
06065,2058,ssp585,ACCESS-CM2,44.8681526184082
06067,2058,ssp585,ACCESS-CM2,45.584320068359375
06069,2058,ssp585,ACCESS-CM2,36.54023361206055
06071,2058,ssp585,ACCESS-CM2,45.751808166503906
